관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명,
26470-00019,토곡근린공원,근린공원,,부산광역시 연제구 연산동 2223,35.179538,129.109230,18854,,,,,파고라 및 체력단련시설 등,1984-11-01,연제구청 경제진흥과,051-665-4534,2018-04-04,3370000,부산광역시 연제구,
26470-00018,연천공원,소공원,,부산광역시 연제구 연산동 2313,35.189688,129.099620,1908,,,,,파고라 및 체력단련시설 등,2009-12-09,연제구청 경제진흥과,051-665-4534,2018-04-04,3370000,부산광역시 연제구,
26470-00017,월륜공원,소공원,,부산광역시 연제구 연산동 2307,35.184006,129.113600,1044,,,,,파고라 및 벤치 등,2012-04-25,연제구청 경제진흥과,051-665-4534,2018-04-04,3370000,부산광역시 연제구,
26470-00016,연이공원,소공원,,부산광역시 연제구 연산동 2304외1,35.174228,129.083660,818.4,,,,,파고라 및 벤치 등,2010-07-21,연제구청 경제진흥과,051-665-4534,2018-04-04,3370000,부산광역시 연제구,
26470-00015,옛골공원,소공원,,부산광역시 연제구 연산동 2274,35.187219,129.090190,2764,,,,,파고라 및 체력단련시설 등,2006-12-27,연제구청 경제진흥과,051-665-4534,2018-04-04,3370000,부산광역시 연제구,
26470-00014,쌍미공원,소공원,,부산광역시 연제구 연산동 2272,35.188035,129.087500,1209,,,,,파고라 및 벤치 등,2006-12-27,연제구청 경제진흥과,051-665-4534,2018-04-04,3370000,부산광역시 연제구,
26470-00013,연화공원,소공원,,부산광역시 연제구 연산동 1431-1,35.178920,129.076560,2127,,,,,체력단련시설 및 벤치 등,2006-05-24,연제구청 경제진흥과,051-665-4534,2018-04-04,3370000,부산광역시 연제구,
26470-00012,한들공원,어린이공원,,부산광역시 연제구 연산동 2314,35.190279,129.095730,3369.9,,조합놀이대 등,,,파고라 및 체력단련시설 등,2009-12-09,연제구청 경제진흥과,051-665-4534,2018-04-04,3370000,부산광역시 연제구,
26470-00011,한빛공원,어린이공원,,부산광역시 연제구 연산동 2273,35.189175,129.091300,1515,,조합놀이대 등,,,파고라 및 체력단련시설 등,2006-12-27,연제구청 경제진흥과,051-665-4534,2018-04-04,3370000,부산광역시 연제구,
26470-00010,햇살공원,어린이공원,,부산광역시 연제구 연산동 2235-5,35.177969,129.111940,1610,,,,,파고라 및 체력단련시설 등,1990-06-01,연제구청 경제진흥과,051-665-4534,2018-04-04,3370000,부산광역시 연제구,
26470-00009,연잎공원,어린이공원,,부산광역시 연제구 연산동 477-1,35.185983,129.108320,1588.2,,조합놀이대 등,,,파고라 및 체력단련시설 등,1973-01-31,연제구청 경제진흥과,051-665-4534,2018-04-04,3370000,부산광역시 연제구,
26470-00008,과정공원,어린이공원,,부산광역시 연제구 연산동 407,35.187544,129.102010,1946.5,게이트볼장,조합놀이대 등,화장실,,파고라 및 체력단련시설 등,1973-01-31,연제구청 경제진흥과,051-665-4534,2018-04-04,3370000,부산광역시 연제구,
26470-00007,새싹공원,어린이공원,,부산광역시 연제구 연산동 2132-1,35.175600,129.092750,619.8,,조합놀이대 등,,,파고라 및 체력단련시설 등,1969-12-31,연제구청 경제진흥과,051-665-4534,2018-04-04,3370000,부산광역시 연제구,
26470-00006,꿈나무공원,어린이공원,,부산광역시 연제구 연산동 1478-1,35.184527,129.076170,1665.8,,조합놀이대 등,,,파고라 및 체력단련시설 등,1965-12-31,연제구청 경제진흥과,051-665-4534,2018-04-04,3370000,부산광역시 연제구,
26470-00005,연봉공원,어린이공원,,부산광역시 연제구 연산동 631-6,35.186063,129.084580,1347,,조합놀이대 등,,,파고라 및 벤치 등,1965-12-31,연제구청 경제진흥과,051-665-4534,2018-04-04,3370000,부산광역시 연제구,
26470-00004,늘푸른공원,어린이공원,,부산광역시 연제구 연산동 789,35.179520,129.081680,1869.8,,조합놀이대 등,,,파고라 및 체력단련시설 등,1965-12-31,연제구청 경제진흥과,051-665-4534,2018-04-04,3370000,부산광역시 연제구,
26470-00003,거제체육공원,체육공원,,부산광역시 연제구 거제동 1468-15,35.195288,129.082220,5848.5,게이트볼장,,,,파고라 및 체력단련시설 등,2003-02-12,연제구청 경제진흥과,051-665-4534,2018-04-04,3370000,부산광역시 연제구,
26470-00002,어울림공원,어린이공원,,부산광역시 연제구 거제동 1480,35.191727,129.070750,3780.5,,조합놀이대 등,,,파고라 및 체력단련시설 등,1995-10-20,연제구청 경제진흥과,051-665-4534,2018-04-04,3370000,부산광역시 연제구,
26470-00001,한마음공원,어린이공원,,부산광역시 연제구 거제동 1482-1,35.193680,129.072650,2788.1,,조합놀이대 등,,,파고라 및 체력단련시설 등,1995-10-20,연제구청 경제진흥과,051-665-4534,2018-04-04,3370000,부산광역시 연제구,
27140-00001,신암공원,근린공원,,대구광역시 동구 신암동 산125-3,35.890449,128.622911,84851,,,,,,1965-02-02,,,2018-08-01,3420000,대구광역시 동구,
27140-00002,망우당공원,근린공원,,대구광역시 동구 효목동 산234-35,35.876898,128.657219,69779,,,,,,1972-11-16,,,2018-08-01,3420000,대구광역시 동구,
27140-00003,효목어린이공원,어린이공원,,대구광역시 동구 효목2동 409,35.878133,128.635252,990.4,,,,,,1973-10-16,,,2018-08-01,3420000,대구광역시 동구,
27140-00004,동부제1공원,소공원,,대구광역시 동구 신암3동 237-3,35.880709,128.622913,2269,,,,,,1974-09-02,,,2018-08-01,3420000,대구광역시 동구,
27140-00005,덕성어린이공원,어린이공원,,대구광역시 동구 신암4동 282-2,35.882429,128.627973,1483.6,,,,,,1974-09-02,,,2018-08-01,3420000,대구광역시 동구,
27140-00006,효동어린이공원,어린이공원,,대구광역시 동구 효목1동 120-1,35.884685,128.640522,1486.6,,,,,,1975-01-09,,,2018-08-01,3420000,대구광역시 동구,
27140-00007,신암어린이공원,어린이공원,,대구광역시 동구 신암1동 669,35.888460,128.619158,4477,,,,,,1977-12-30,,,2018-08-01,3420000,대구광역시 동구,
27140-00008,불로고분공원,근린공원,,대구광역시 동구 불로동 산3,35.914645,128.648870,367411,,,,,,1978-06-03,,,2018-08-01,3420000,대구광역시 동구,
27140-00009,안심공원,근린공원,,대구광역시 동구 신기동 580,35.868422,128.702732,11583.6,,,,,,1984-12-04,,,2018-08-01,3420000,대구광역시 동구,
27140-00010,햇님어린이공원,어린이공원,,대구광역시 동구 율하동 1001,35.868921,128.695715,1884.8,,,,,,1984-12-04,,,2018-08-01,3420000,대구광역시 동구,
27140-00011,달님어린이공원,어린이공원,,대구광역시 동구 율하동 929-4,35.868833,128.698818,1500,,,,,,1984-12-04,,,2018-08-01,3420000,대구광역시 동구,
27140-00012,소공원,소공원,,대구광역시 동구 신기동 546,35.870391,128.702113,697.8,,,,,,2016-02-22,,,2018-08-01,3420000,대구광역시 동구,
27140-00013,꽃님어린이공원,어린이공원,,대구광역시 동구 신기동 557-1,35.868213,128.704338,1500.9,,,,,,1984-12-04,,,2018-08-01,3420000,대구광역시 동구,
27140-00014,안심어린이공원,어린이공원,,대구광역시 동구 신기동 560-1,35.867967,128.706505,1500.3,,,,,,1984-12-04,,,2018-08-01,3420000,대구광역시 동구,
27140-00015,새동네어린이공원,어린이공원,,대구광역시 동구 불로동 1145,35.914464,128.642569,1726.6,,,,,,1987-01-13,,,2018-08-01,3420000,대구광역시 동구,
27140-00016,불로어린이공원,어린이공원,,대구광역시 동구 불로동 1152-4,35.914119,128.640152,2048.3,,,,,,1987-01-13,,,2018-08-01,3420000,대구광역시 동구,
27140-00017,돈지봉공원,근린공원,,대구광역시 동구 용계동 산29,35.879546,128.695525,471630,,,,,,1987-05-09,,,2018-08-01,3420000,대구광역시 동구,
27140-00018,사랑어린이공원,어린이공원,,대구광역시 동구 율하동 1019,35.866646,128.698598,1500,,,,,,1991-11-18,,,2018-08-01,3420000,대구광역시 동구,
27140-00019,믿음어린이공원,어린이공원,,대구광역시 동구 율하동 1022,35.866384,128.701352,2078.8,,,,,,1991-11-18,,,2018-08-01,3420000,대구광역시 동구,
27140-00020,소망어린이공원,어린이공원,,대구광역시 동구 신기동 595,35.866104,128.703662,1750,,,,,,1991-11-18,,,2018-08-01,3420000,대구광역시 동구,
27140-00021,동호공원,근린공원,,대구광역시 동구 동호동 360,35.865609,128.719077,11104.5,,,,,,1999-12-04,,,2018-08-01,3420000,대구광역시 동구,
27140-00022,신서공원,근린공원,,대구광역시 동구 신서동 539,35.866549,128.728161,10002.8,,,,,,1999-12-04,,,2018-08-01,3420000,대구광역시 동구,
27140-00023,아라어린이공원,어린이공원,,대구광역시 동구 동호동 388,35.864785,128.724785,4429.8,,,,,,1999-12-04,,,2018-08-01,3420000,대구광역시 동구,
27140-00024,강동어린이공원,어린이공원,,대구광역시 동구 신서동 558,35.867485,128.731793,2275,,,,,,1999-12-04,,,2018-08-01,3420000,대구광역시 동구,
27140-00025,금강어린이공원,어린이공원,,대구광역시 동구 신서동 567,35.864406,128.729485,4163.5,,,,,,1999-12-04,,,2018-08-01,3420000,대구광역시 동구,
27140-00026,반계공원,근린공원,,대구광역시 동구 율하동 1416,35.862487,128.695367,16287.9,,,,,,2004-01-05,,,2018-08-01,3420000,대구광역시 동구,
27140-00027,샛터공원,근린공원,,대구광역시 동구 율하동 1460,35.864520,128.703244,14959.8,,,,,,2004-01-05,,,2018-08-01,3420000,대구광역시 동구,
27140-00028,금낭화어린이공원,어린이공원,,대구광역시 동구 율하동 1354,35.861600,128.688312,1672.5,,,,,,2004-01-05,,,2018-08-01,3420000,대구광역시 동구,
27140-00029,앵초어린이공원,어린이공원,,대구광역시 동구 율하동 1301,35.863968,128.692868,1950,,,,,,2004-01-05,,,2018-08-01,3420000,대구광역시 동구,
27140-00030,붓꽃어린이공원,어린이공원,,대구광역시 동구 율하동 1404,35.862402,128.692324,1501.3,,,,,,2004-01-05,,,2018-08-01,3420000,대구광역시 동구,
27140-00031,산수국어린이공원,어린이공원,,대구광역시 동구 율하동 1462,35.865426,128.696006,1500,,,,,,2004-01-05,,,2018-08-01,3420000,대구광역시 동구,
27140-00032,쑥부쟁이어린이공원,어린이공원,,대구광역시 동구 율하동 1465,35.864573,128.698751,2374.2,,,,,,2004-01-05,,,2018-08-01,3420000,대구광역시 동구,
27140-00033,원추리어린이공원,어린이공원,,대구광역시 동구 율하동 1411,35.861946,128.698714,1601.5,,,,,,2004-01-05,,,2018-08-01,3420000,대구광역시 동구,
27140-00034,비비추어린이공원,어린이공원,,대구광역시 동구 안심1동 1526,35.862994,128.702961,1513.7,,,,,,2004-01-05,,,2018-08-01,3420000,대구광역시 동구,
27140-00035,범부채어린이공원,어린이공원,,대구광역시 동구 안심1동 1622,35.860458,128.702624,2359,,,,,,2004-01-05,,,2018-08-01,3420000,대구광역시 동구,
27140-00036,율하공원,근린공원,,대구광역시 동구 율하동 1105,35.867875,128.690636,16279.4,,,,,,2005-04-20,,,2018-08-01,3420000,대구광역시 동구,
27140-00037,하늘어린이공원,어린이공원,,대구광역시 동구 율하동 1095,35.869535,128.689208,2048.8,,,,,,2005-04-20,,,2018-08-01,3420000,대구광역시 동구,
27140-00038,초롱어린이공원,어린이공원,,대구광역시 동구 율하동 1187,35.866922,128.691487,1503.9,,,,,,2005-04-20,,,2018-08-01,3420000,대구광역시 동구,
27140-00039,바람꽃어린이공원,어린이공원,,대구광역시 동구 율하동 1218,35.866609,128.694336,2064.9,,,,,,2005-04-20,,,2018-08-01,3420000,대구광역시 동구,
27140-00040,대구선동촌공원,근린공원,,대구광역시 동구 입석동 893-9,35.890218,128.649932,76218,,,,,,2006-03-10,,,2018-08-01,3420000,대구광역시 동구,
27140-00041,대구선반야월공원,근린공원,,대구광역시 동구 신서동 818-1,35.872357,128.724799,33381,,,,,,2006-03-10,,,2018-08-01,3420000,대구광역시 동구,
27140-00042,신천공원,어린이공원,,대구광역시 동구 신천동 557-1 일원,35.876406,128.612256,1500,,,,,,2006-09-20,,,2018-08-01,3420000,대구광역시 동구,
27140-00043,대구선아양공원,근린공원,,대구광역시 동구 효목동 963,35.884103,128.635443,22540,,,,,,2007-08-20,,,2018-08-01,3420000,대구광역시 동구,
27140-00044,송호지공원,근린공원,,대구광역시 동구 상매동 502일원,35.905619,128.710397,46961.2,,,,,,2007-09-05,,,2018-08-01,3420000,대구광역시 동구,
27140-00045,각산비나리공원,근린공원,,대구광역시 동구 각산동 1064일원,35.885859,128.717274,22995.2,,,,,,2007-09-05,,,2018-08-01,3420000,대구광역시 동구,
27140-00046,새론공원,근린공원,,대구광역시 동구 각산동 1060일원,35.885859,128.717274,14869.3,,,,,,2007-09-05,,,2018-08-01,3420000,대구광역시 동구,
27140-00047,수리물길공원,근린공원,,대구광역시 동구 각산동 산1127일원,35.885859,128.717274,37398.3,,,,,,2007-09-05,,,2018-08-01,3420000,대구광역시 동구,
27140-00048,신서중앙공원,근린공원,,대구광역시 동구 신서동 316일원,35.880274,128.732930,67116,,,,,,2007-09-05,,,2018-08-01,3420000,대구광역시 동구,
27140-00049,새골공원,근린공원,,대구광역시 동구 신서동 1183일원,35.885569,128.730742,36683.4,,,,,,2007-09-05,,,2018-08-01,3420000,대구광역시 동구,
27140-00050,동호유적공원,근린공원,,대구광역시 동구 동내동 191일원,35.882371,128.740350,39489.3,,,,,,2007-09-05,,,2018-08-01,3420000,대구광역시 동구,
27140-00051,동내여울공원,근린공원,,대구광역시 동구 동내동 1115-4일원,35.890853,128.740873,11199.6,,,,,,2007-09-05,,,2018-08-01,3420000,대구광역시 동구,
27140-00052,동내향수공원,근린공원,,대구광역시 동구 동내동 288일원,35.876810,128.737425,47324.1,,,,,,2007-09-05,,,2018-08-01,3420000,대구광역시 동구,
27140-00053,사복노을공원,근린공원,,대구광역시 동구 사복동 12일원,35.877156,128.750538,42258.3,,,,,,2007-09-05,,,2018-08-01,3420000,대구광역시 동구,
27140-00054,숙천꿈마루공원,근린공원,,대구광역시 동구 숙천동 391일원,35.885347,128.749431,22725.1,,,,,,2007-09-05,,,2018-08-01,3420000,대구광역시 동구,
27140-00055,다람쥐어린이공원,어린이공원,,대구광역시 동구 각산동 1029-1 일원,35.885859,128.717274,1959.9,,,,,,2007-09-05,,,2018-08-01,3420000,대구광역시 동구,
27140-00056,돌고래어린이공원,어린이공원,,대구광역시 동구 각산동 1043-1 일원,35.888361,128.716713,1980.4,,,,,,2007-09-05,,,2018-08-01,3420000,대구광역시 동구,
27140-00057,너구리어린이공원,어린이공원,,대구광역시 동구 각산동 1054-1 일원,35.886126,128.719794,1542.6,,,,,,2007-09-05,,,2018-08-01,3420000,대구광역시 동구,
27140-00058,펭귄어린이공원,어린이공원,,대구광역시 동구 각산동 1062-1 일원,35.880404,128.715555,1606,,,,,,2007-09-05,,,2018-08-01,3420000,대구광역시 동구,
27140-00059,고라니어린이공원,어린이공원,,대구광역시 동구 각산동 1070-4 일원,35.879896,128.717477,1609.7,,,,,,2007-09-05,,,2018-08-01,3420000,대구광역시 동구,
27140-00060,거북이어린이공원,어린이공원,,대구광역시 동구 각산동 1096-2 일원,35.877261,128.721007,1817.5,,,,,,2007-09-05,,,2018-08-01,3420000,대구광역시 동구,
27140-00061,수달어린이공원,어린이공원,,대구광역시 동구 숙천동 387 일원,35.879911,128.752910,1566,,,,,,2007-09-05,,,2018-08-01,3420000,대구광역시 동구,
27140-00062,꽃사슴어린이공원,어린이공원,,대구광역시 동구 숙천동 380-5 일원,35.883404,128.752327,1830.6,,,,,,2007-09-05,,,2018-08-01,3420000,대구광역시 동구,
27140-00063,동자02공원,소공원,,대구광역시 동구 신암5동 134-11 일원,35.889834,128.629633,1200,,,,,,2008-03-20,,,2018-08-01,3420000,대구광역시 동구,
27140-00064,선진신암어린이공원,어린이공원,,대구광역시 동구 신암3동 187-1,35.878360,128.617609,2048,,,,,,2008-03-31,,,2018-08-01,3420000,대구광역시 동구,
27140-00065,연경1공원,문화공원,,대구광역시 동구 지묘동 617일원,35.962390,128.631719,26431,,,,,,2017-12-07,,,2018-08-01,3420000,대구광역시 동구,
27140-00066,연경어린이공원,어린이공원,,대구광역시 동구 지묘동 905,35.941340,128.630832,1596,,,,,,2008-06-30,,,2018-08-01,3420000,대구광역시 동구,
27140-00067,동부연합어린이공원,어린이공원,,대구광역시 동구 신천4동 436-5,35.874493,128.632081,1786,,,,,,2008-12-10,,,2018-08-01,3420000,대구광역시 동구,
27140-00068,동부연합공원,소공원,,대구광역시 동구 신천4동 372-6일원,35.873107,128.629095,1981,,,,,,2008-12-10,,,2018-08-01,3420000,대구광역시 동구,
27140-00069,율하체육공원,체육공원,,대구광역시 동구 율하동 1626,35.859755,128.694461,187515.1,,,,,,2008-12-31,,,2018-08-01,3420000,대구광역시 동구,
27140-00070,나무늘보어린이공원,어린이공원,,대구광역시 동구 사복동 842-4 일원,35.875781,128.750235,1759.5,,,,,,2007-09-05,,,2018-08-01,3420000,대구광역시 동구,
27140-00071,담비어린이공원,어린이공원,,대구광역시 동구 사복동 852-1 일원,35.874340,128.751754,1998.4,,,,,,2007-09-05,,,2018-08-01,3420000,대구광역시 동구,
27140-00072,송정1공원,소공원,,대구광역시 동구 송정동 305-2일원,35.988036,128.623035,2160,,,,,,2010-03-02,,,2018-08-01,3420000,대구광역시 동구,
27140-00073,백안1공원,소공원,,대구광역시 동구 백안동 456일원,35.956706,128.693300,555,,,,,,2010-03-02,,,2018-08-01,3420000,대구광역시 동구,
27140-00074,백안2공원,소공원,,대구광역시 동구 백안동 467-13일원,35.956029,128.691567,427,,,,,,2010-03-02,,,2018-08-01,3420000,대구광역시 동구,
27140-00075,백안3공원,소공원,,대구광역시 동구 백안동 223-1일원,35.955139,128.694667,579,,,,,,2010-03-02,,,2018-08-01,3420000,대구광역시 동구,
27140-00076,백안4공원,소공원,,대구광역시 동구 백안동 183-2일원,35.953772,128.692813,4150,,,,,,2010-03-02,,,2018-08-01,3420000,대구광역시 동구,
27140-00077,용계어린이공원,어린이공원,,대구광역시 동구 용계동 603-2,35.871764,128.684681,2805,,,,,,2010-05-10,,,2018-08-01,3420000,대구광역시 동구,
27140-00078,용계공원,문화공원,,대구광역시 동구 용계동 796-12일원,35.870207,128.683184,6175,,,,,,2010-05-10,,,2018-08-01,3420000,대구광역시 동구,
27140-00079,신암1가로공원,소공원,,대구광역시 동구 신암동 1792-16일원,35.888084,128.626655,4601,,,,,,2010-05-20,,,2018-08-01,3420000,대구광역시 동구,
27140-00080,신암2가로공원,소공원,,대구광역시 동구 신암동 1767-2일원,35.889037,128.627820,2328,,,,,,2010-05-20,,,2018-08-01,3420000,대구광역시 동구,
27140-00081,기상대기념공원,문화공원,,대구광역시 동구 신암동 716-1일원,35.885190,128.618796,15950,,,,,,2010-05-20,,,2018-08-01,3420000,대구광역시 동구,
27140-00082,위남공원,근린공원,,대구광역시 동구 봉무동 1525,35.926354,128.638154,10800.9,,,,,,2007-09-20,,,2018-08-01,3420000,대구광역시 동구,
27140-00083,단산유적공원,근린공원,,대구광역시 동구 봉무동 1567,35.917476,128.640520,10694.7,,,,,,2007-09-20,,,2018-08-01,3420000,대구광역시 동구,
27140-00084,푸른공원,소공원,,대구광역시 동구 봉무동 1540,35.921798,128.639896,3715.4,,,,,,2001-10-30,,,2018-08-01,3420000,대구광역시 동구,
27140-00085,초록공원,소공원,,대구광역시 동구 봉무동 1538,35.921710,128.643026,3413.5,,,,,,2001-10-30,,,2018-08-01,3420000,대구광역시 동구,
27140-00086,분홍공원,소공원,,대구광역시 동구 봉무동 1536,35.921718,128.644939,4129,,,,,,2001-10-30,,,2018-08-01,3420000,대구광역시 동구,
27140-00087,노랑공원,소공원,,대구광역시 동구 봉무동 1517,35.927434,128.637345,3234.2,,,,,,2001-10-30,,,2018-08-01,3420000,대구광역시 동구,
27140-00088,큰고개어린이공원(신암공원),어린이공원,,대구광역시 동구 신암동 252-17,35.883852,128.627215,3315,,,,,,2010-12-20,,,2018-08-01,3420000,대구광역시 동구,
27140-00089,봉무수변공원,수변공원,,대구광역시 동구 봉무동 436일원,35.924662,128.649770,239000,,,,,,2011-10-20,,,2018-08-01,3420000,대구광역시 동구,
27140-00090,연경3공원,근린공원,,대구광역시 동구 지묘동 1014일원,35.945459,128.627762,19623,,,,,,2011-12-09,,,2018-08-01,3420000,대구광역시 동구,
27140-00091,반달곰어린이공원,어린이공원,,대구광역시 동구 신서동 1156-5 일원,35.876939,128.727238,3450.6,,,,,,2011-12-30,,,2018-08-01,3420000,대구광역시 동구,
27140-00092,신암1소공원,소공원,,대구광역시 동구 신암동 666-10,35.888399,128.616988,1250,,,,,,2016-01-11,,,2018-08-01,3420000,대구광역시 동구,
27140-00093,신암2소공원,소공원,,대구광역시 동구 신암동 678-1,35.890669,128.625304,4457,,,,,,2016-01-11,,,2018-08-01,3420000,대구광역시 동구,
27140-00094,신암3소공원,소공원,,대구광역시 동구 신암동 662,35.889663,128.623100,1383,,,,,,2016-01-11,,,2018-08-01,3420000,대구광역시 동구,
27140-00095,신암4소공원,소공원,,대구광역시 동구 신암동 669,35.888587,128.619116,1365,,,,,,2016-01-11,,,2018-08-01,3420000,대구광역시 동구,
27140-00096,각산1공원,소공원,,대구광역시 동구 각산동 393,35.874491,128.715533,449,,,,,,2015-07-30,,,2018-08-01,3420000,대구광역시 동구,
27140-00097,근린공원,근린공원,,대구광역시 동구 율암동 408 일원,35.874548,128.700079,12441,,,,,,2017-08-21,,,2018-08-01,3420000,대구광역시 동구,
27140-00098,소공원,소공원,,대구광역시 동구 율하동 33-2 일원,35.873676,128.697400,1638,,,,,,2017-08-21,,,2018-08-01,3420000,대구광역시 동구,
27140-00099,공원(율하첨단),문화공원,,대구광역시 동구 율하동 849-49,35.862860,128.682618,4043,,,,,,2017-12-29,,,2018-08-01,3420000,대구광역시 동구,
27140-00100,어린이공원,어린이공원,,대구광역시 동구 신천동 353-7,35.869108,128.630522,1700,,,,,,2016-10-20,,,2018-08-01,3420000,대구광역시 동구,
27140-00101,어린이공원,어린이공원,,대구광역시 동구 각산동 868-4 일원,35.874048,128.709548,7964,,,,,,2017-08-21,,,2018-08-01,3420000,대구광역시 동구,
47770-00001,괴시공원,근린공원,경상북도 영덕군 영해면 호지마을1길 24-17,경상북도 영덕군 영해면 괴시리 산40-1,36.5427421,129.4198727,166200,,,,목은이색기념관,,1974-06-10,경상북도 영덕군청,054-730-6467,2018-08-28,5180000,경상북도 영덕군,
47770-00002,오포공원,근린공원,경상북도 영덕군 강구면 나비산2길 33-7,경상북도 영덕군 강구면 오포리 산47,36.3556983,129.3759131,217000,,,,,,1974-10-18,경상북도 영덕군청,054-730-6467,2018-08-28,5180000,경상북도 영덕군,
47770-00003,강구공원,근린공원,경상북도 영덕군 강구면 강영로 16-111,경상북도 영덕군 강구면 강구리 산67,36.3630261,129.3896679,321000,축구장,,"주차장, 매점, 화장실 등",,,1974-10-18,경상북도 영덕군청,054-730-6467,2018-08-28,5180000,경상북도 영덕군,
47770-00004,화개공원,근린공원,경상북도 영덕군 영덕읍 경동로 8401,경상북도 영덕군 영덕읍 화개리 산9,36.4176278,129.3700901,47000,,,소규모운동시설,,새천년기념탑,1977-04-28,경상북도 영덕군청,054-730-6467,2018-08-28,5180000,경상북도 영덕군,
47770-00005,축산공원,근린공원,경상북도 영덕군 축산면 축산항5길 11-21,경상북도 영덕군 축산면 축산리 산25,36.5109738,129.4457675,67000,,,,,,1978-06-07,경상북도 영덕군청,054-730-6467,2018-08-28,5180000,경상북도 영덕군,
47770-00007,덕곡 어린이공원,어린이공원,경상북도 영덕군 영덕읍 도매샛길 8-9,경상북도 영덕군 영덕읍 덕곡리 228-2,36.4132915,129.3736942,8390,,,,,,1986-03-12,경상북도 영덕군청,054-730-6467,2018-08-28,5180000,경상북도 영덕군,
47770-00008,덕곡 제1 어린이공원,어린이공원,경상북도 영덕군 영덕읍  도매샛길 21-5,경상북도 영덕군 영덕읍 덕곡리 129-13,36.4083771,129.3739252,1500,,,파고라등,,,1986-03-12,경상북도 영덕군청,054-730-6467,2018-08-28,5180000,경상북도 영덕군,
47770-00009,우곡 제1 어린이공원,어린이공원,경상북도 영덕군 영덕읍 영덕로 143,경상북도 영덕군 영덕읍 우곡리 212-3,36.4080881,129.3749966,4424,,어린이놀이터,,,,1986-03-12,경상북도 영덕군청,054-730-6467,2018-08-28,5180000,경상북도 영덕군,
47770-00011,강변공원,근린공원,경상북도 영덕군 강구면 동해대로 4526,경상북도 영덕군 강구면 오포리 152-1,36.3624351,129.3799966,36330,,,,,,1987-09-28,경상북도 영덕군청,054-730-6467,2018-08-28,5180000,경상북도 영덕군,
47770-00014,성내공원,근린공원,경상북도 영덕군 영해면 동해대로 6568,경상북도 영덕군 영해면 성내리 산49-1,36.5296164,129.4043073,29250,,,주차장,삼일의거기념공간,,1989-11-09,경상북도 영덕군청,054-730-6467,2018-08-28,5180000,경상북도 영덕군,
47770-00015,벌영1호 어린이공원,어린이공원,경상북도 영덕군 영해면 벌영2길 8-5,경상북도 영덕군 영해면 벌영리 363,36.5365568,129.4006463,2000,,,,,,1989-11-09,경상북도 영덕군청,054-730-6467,2018-08-28,5180000,경상북도 영덕군,
47770-00016,성내1호 어린이공원,어린이공원,경상북도 영덕군 영해면 318만세길 104,경상북도 영덕군 영해면 성내리 327-1,36.5354404,129.4094742,1500,,,,,,1989-11-09,경상북도 영덕군청,054-730-6467,2018-08-28,5180000,경상북도 영덕군,
47770-00017,금진공원,어린이공원,경상북도 영덕군 강구면 금진길 8,경상북도 영덕군 강구면 금진리 663,36.3664398,129.3937049,2512,,,,,,1993-06-30,경상북도 영덕군청,054-730-6467,2018-08-28,5180000,경상북도 영덕군,
47770-00018,남호1호 어린이공원,어린이공원,경상북도 영덕군 남정면 남정중화길 38,경상북도 영덕군 남정면 남호리 181,36.333791,129.374875,2200,,,,,,1999-01-27,경상북도 영덕군청,054-730-6467,2018-08-28,5180000,경상북도 영덕군,
47770-00019,장사1호 어린이공원,어린이공원,경상북도 영덕군 남정면 진불1길 16-9,경상북도 영덕군 남정면 장사리 67-69,36.2838173,129.3738222,2840,,,,,,2002-05-31,경상북도 영덕군청,054-730-6467,2018-08-28,5180000,경상북도 영덕군,
47770-00020,장사2호 어린이공원,어린이공원,경상북도 영덕군 남정면 진불4길 8,경상북도 영덕군 남정면 장사리 295-1,36.2856079,129.3711484,2020,,,,,,2002-05-31,경상북도 영덕군청,054-730-6467,2018-08-28,5180000,경상북도 영덕군,
47770-00021,병곡1호 어린이공원,어린이공원,경상북도 영덕군 병곡면 병곡2길 50,경상북도 영덕군 병곡면 병곡리 34-4,36.6002727,129.4148106,1100,,,정자,,,2003-01-11,경상북도 영덕군청,054-730-6467,2018-08-28,5180000,경상북도 영덕군,
47770-00022,신기1호 어린이공원,어린이공원,경상북도 영덕군 창수면 신기2길 21,경상북도 영덕군 창수면 신기리 64,36.5466983,129.3468403,1527,,,정자,,,2003-01-11,경상북도 영덕군청,054-730-6467,2018-08-28,5180000,경상북도 영덕군,
47770-00023,우곡 제1 소공원,소공원,경상북도 영덕군 영덕읍 영덕로 143,경상북도 영덕군 영덕읍 우곡리 525,36.408659,129.374804,489,,,,,,2008-04-03,경상북도 영덕군청,054-730-6467,2018-08-28,5180000,경상북도 영덕군,
47770-00024,우곡 제2 소공원,소공원,경상북도 영덕군 영덕읍 영덕로 143,경상북도 영덕군 영덕읍  우곡리 575,36.4073341,129.374874,290,,,,,,2008-04-03,경상북도 영덕군청,054-730-6467,2018-08-28,5180000,경상북도 영덕군,
